Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
7571,-0.332832135,1.171702821,2.092649235,1.307119853,0.016014946,-0.32827771,0.758199719,-0.351387868,0.806479718,-0.174538538,0.734112573,-2.254224228,2.636192513,1.206127035,0.606800163,-0.284118571,0.391875774,0.339703189,0.414504262,0.3464023,-0.19065027,0.014703977,-0.054020872,0.334865271,-0.292220973,-0.451143657,0.222706341,-0.011520769,36,0
7572,-0.300228634,1.260226329,2.276756212,1.366404008,-0.06828715,-0.582340927,0.636397204,-0.35289079,0.825077503,-0.139239664,0.996074143,-2.232708163,2.392242962,1.258440443,0.599578397,-0.378637893,0.524108128,0.240992701,0.300774166,0.249300202,-0.19115107,0.06352831,-0.092100669,0.647436057,-0.356242561,-0.469082096,0.233888699,-0.011198012,2,0
7573,-0.331503158,1.104453586,2.071696099,1.314556099,-0.064480423,-0.349651343,0.689229043,-0.295951745,0.953197913,-0.145328722,0.564783483,-2.768411692,1.673130222,1.397512373,0.712889974,-0.237499557,0.445017742,0.459367584,0.423349921,0.282639243,-0.202685721,-0.065185621,-0.045489375,0.303040644,-0.324504149,-0.447537876,0.216746352,-0.013719797,35,0
7574,-0.267702818,1.124447718,1.963019351,1.001346748,0.525505736,0.235182757,1.091071522,-0.766056347,1.458590629,0.506756785,0.003424834,-3.28437222,1.661886024,0.873820882,0.861694608,-0.17431006,-0.074644955,0.661654932,0.755907971,0.332562833,-0.352368184,-0.171740344,-0.290335735,-0.542583787,-0.306976307,-0.476000441,-0.353894345,-0.486947613,36,0
7574,-0.333501928,1.066790079,2.060257963,1.319869087,-0.110339825,-0.359508601,0.659969476,-0.268876578,1.025823255,-0.132056796,0.482536073,-3.025153803,1.191050354,1.493588835,0.765869251,-0.214666561,0.47249647,0.518933769,0.426358539,0.253928804,-0.207641788,-0.104750989,-0.037348953,0.289716241,-0.340410709,-0.445953635,0.213245473,-0.014682811,36,0
7574,-0.529039826,0.990255623,2.090669251,1.269053854,-0.05188903,-0.438774827,0.69208075,-0.413124234,1.581798334,0.450206745,0.378900167,-3.793500753,-0.142916945,1.472010773,0.96520611,-0.250048015,0.434146962,0.623285404,0.419307616,0.281095419,-0.332762373,-0.209997192,-0.124765212,0.246143777,-0.372494856,-0.461818511,0.190941716,-0.197683134,36,0
7575,-0.43089953,1.191586572,2.11007183,1.225626948,-0.0939584,-0.333908247,0.854057588,-0.471727594,1.418712191,0.402307408,0.54632576,-3.290895305,0.813424727,1.278987371,0.850213901,-0.298677575,0.380323996,0.506406775,0.404041073,0.362808215,-0.314462252,-0.123394007,-0.116404397,0.273980734,-0.33720476,-0.466813482,0.178054283,-0.188371213,36,0
7575,-0.883408725,1.65553354,1.760000868,1.359433417,-0.562445641,-0.57027137,0.40558688,0.063159998,0.837249318,-0.079832813,0.87470084,-2.073036845,2.459817083,1.501393308,0.5795951,-0.26500692,0.678635289,0.267181544,0.26194551,0.273976451,-0.180690519,0.031604434,-0.002725749,0.643282106,-0.275628647,-0.461535409,0.227050792,-0.021345434,35,0
7576,-0.492339309,1.161963008,2.537271174,0.607452692,0.252996113,-0.528694648,1.575494957,-1.295769832,2.108136987,1.109779571,1.187085543,-3.02584728,1.293785546,0.334553291,0.341639539,-0.309467083,-0.230945238,0.070289231,-0.6918641,0.410604276,-0.431108758,-0.096662215,-0.234532404,0.616071656,-0.153355163,-0.735485598,-0.824283506,-0.976481717,36,0
7576,-1.091474577,1.493473142,1.624389571,1.247367931,-0.380074208,-0.460364673,0.423858488,-0.040043856,1.456889445,0.500829622,0.425543989,-3.109017553,0.884366907,1.52693218,0.838621962,-0.1876192,0.540030592,0.520019074,0.374136461,0.332067289,-0.318838975,-0.169592848,-0.141574565,0.278845373,-0.281007845,-0.459575041,0.203435256,-0.240490673,36,0
7576,1.012594684,0.185411103,1.857002444,2.625675359,-0.813686025,0.741197689,-1.050509509,0.411448711,1.07822938,0.410744188,2.237912364,-2.310505578,0.771151506,1.647487648,0.005918309,1.168256269,-0.044721919,0.838388886,-1.76632442,-0.24046929,0.167722,0.665252616,0.034226906,0.149376674,0.061451756,0.073725175,0.024622781,0.023364597,12.16,0
7577,-0.318075237,1.06228254,1.75950559,1.003932499,0.426871353,0.449983041,0.604183635,-0.12424198,0.680586218,0.01058458,1.606949033,-2.107742555,2.1881536,1.454447998,0.021698505,0.176756016,-0.130002159,1.166482152,1.0188797,0.351173447,-0.199045866,-0.065633894,-0.163249133,-0.574275118,-0.229510598,-0.414992206,0.214577303,-0.031305368,36,0
7577,-1.524216152,1.981468489,1.327612569,1.373671777,-0.703062431,-0.787531727,-0.170852268,0.521655418,0.883888455,0.042676331,0.748755899,-1.880404197,2.524435292,1.753639135,0.561956422,-0.169565745,0.844427389,0.279261934,0.234204082,0.25940611,-0.175757512,-0.01609413,-0.032884289,0.645611513,-0.221608036,-0.455395003,0.229938184,-0.060676265,2,0
7578,-0.327810482,1.049522996,1.809870177,1.036584501,0.344085134,0.37310168,0.590810835,-0.118551751,0.704919714,0.016850682,1.692229517,-2.182438375,1.939263739,1.507266211,0.037072403,0.147396962,-0.067204226,1.149535563,0.968376025,0.332835206,-0.192627056,-0.059591326,-0.142747309,-0.427797712,-0.255273769,-0.423469191,0.213195601,-0.03025207,36,0
7578,-0.16114448,0.751007632,1.96249027,0.735510002,0.189971916,-0.423157479,0.829397316,-0.606723007,1.529683121,-0.247983908,0.273082808,-2.741573892,1.179275884,0.947411208,-0.743574084,-0.846481585,0.811358625,-0.193338228,0.833114407,0.06712017,-0.34586646,-0.269546316,-0.116697279,0.364185905,-0.59275374,0.155357777,-0.352160155,-0.2940773,9.54,0
7579,-0.353191395,1.015743579,1.945830047,1.125588199,0.118167755,0.156167765,0.557873756,-0.107326427,0.771034088,0.033865928,1.907223623,-2.383033379,1.280264713,1.647316846,0.076669556,0.072101849,0.095673122,1.107215484,0.838909543,0.283109693,-0.176202626,-0.04325234,-0.091797288,-0.089398054,-0.32274255,-0.443433453,0.209757347,-0.02794215,36,0
7579,-0.510254093,1.142216274,2.104981237,1.183339156,0.141866442,-0.099184326,0.488675121,-0.201551086,0.715623745,0.152093666,2.347482878,-1.847522337,2.007315469,1.470121508,-0.023687146,-0.077336068,0.165272053,0.884089044,0.72655268,0.222378476,-0.153139254,0.092433065,-0.055248316,0.252851784,-0.346790698,-0.474598395,0.102470453,-0.036466341,5,0
7580,1.134274638,0.242404189,0.726255816,1.274202455,-0.272708669,-0.161182488,-0.237634353,-0.028895583,1.184706049,-0.184387958,1.958114724,-1.733800445,1.651132083,1.847429376,-0.307811097,0.634511918,-0.18526089,0.791542804,-0.26931397,-0.095263448,-0.180212756,-0.364586141,-0.034630811,-0.074711731,0.389911743,-0.51792962,-0.003273426,0.017169235,36,0
7580,-1.336230027,1.865050597,1.978868286,0.978848708,-0.234387414,0.397031802,0.129588471,-2.889022142,1.700076622,1.307130852,2.498085826,-2.483601725,0.503042357,1.30600088,0.140433524,-0.24076244,0.285353814,0.942457011,0.546194657,0.038316822,1.948459302,-0.7587969,0.185096864,0.388892701,-0.319202997,-0.501492947,0.231347443,-0.34013487,36,0
7581,-0.353936211,0.9809011,1.938111304,1.131584635,0.072359155,0.141501392,0.525223418,-0.080242126,0.843786481,0.048043774,1.829816949,-2.638077523,0.796299104,1.743771414,0.129256662,0.093140365,0.125290117,1.164663247,0.840079808,0.25198426,-0.181391169,-0.081786892,-0.085314215,-0.097066323,-0.33982522,-0.442158898,0.206607168,-0.02892321,36,0
7581,-0.274520082,1.097444597,1.729609982,1.119287112,0.355647733,0.126606642,0.692653615,-0.258688476,0.972879728,-0.15208439,-0.137731736,-2.911945023,2.064610976,1.299010045,0.746048361,-0.006489511,0.128627211,0.700602654,0.735060966,0.326992824,-0.253910477,-0.197410282,-0.149688393,-0.538129396,-0.204995709,-0.396121352,0.217006405,-0.021694354,36,0
7582,-1.149905959,0.896751642,2.180054956,0.173605985,0.522217441,-0.165671876,0.58495076,-0.007250661,0.493154043,-0.862641478,1.861093171,-1.724151159,2.162829776,1.531604959,-0.936229564,0.749482222,-0.448899743,0.801777423,-0.747782354,-0.087452733,-0.119929583,-0.264353152,-0.228882636,-0.069629474,0.447125213,-0.61201922,-0.118183399,0.092942635,36,0
7582,-0.443648002,1.075772656,2.177848944,1.288934201,0.213673049,0.415110542,0.602669331,-0.089732763,0.792211219,-0.26057325,1.462637221,-2.027311914,2.430991213,1.304711537,1.100010515,-0.966392392,1.080974881,-0.661260711,-0.433107165,0.264223472,-0.114034046,0.299288332,0.047601352,0.02906965,-0.487646276,-0.411258024,0.255720485,-0.015331259,36,0
7583,-1.994774071,2.170706663,1.492853409,0.999815955,-0.523458653,0.272688451,-0.298783167,-2.458199283,1.738482149,1.405927998,2.377579164,-2.301880563,0.573959685,1.553535431,0.129031178,-0.129251959,0.444875446,0.955457226,0.516606519,0.002872569,1.942554855,-0.804772024,0.156142844,0.394093198,-0.263592507,-0.494138612,0.25849373,-0.392996281,36,0
7584,1.068679628,0.016890199,0.352771946,1.451561823,-0.035822763,0.35673353,-0.188404976,0.152041154,1.57390626,-0.298236076,1.546208595,-2.238389909,-0.096282969,2.001915995,-1.328848447,-0.380473109,0.717514855,0.100500375,-0.159824406,-0.230889052,-0.215907991,-0.341843016,-0.119897662,-0.389780517,0.585336331,-0.347504907,-0.009115655,-0.000236072,48.88,0
7584,1.134022029,0.2174479,0.719093313,1.277549896,-0.303452128,-0.169378428,-0.261005885,-0.009324942,1.236866036,-0.174270174,1.899367729,-1.917010038,1.306648553,1.91598587,-0.270015348,0.650670941,-0.165575588,0.833806793,-0.266988159,-0.117334686,-0.184173481,-0.392798555,-0.030495991,-0.084143392,0.378255956,-0.516775231,-0.005525399,0.016429396,36,0
7584,1.134463715,0.222342832,0.718217053,1.275570389,-0.29453568,-0.164547183,-0.256401386,-0.012924474,1.226705628,-0.176306679,1.906278008,-1.881817405,1.377233926,1.901799096,-0.277247555,0.649023252,-0.171570221,0.827075818,-0.265367451,-0.112694737,-0.183737808,-0.3881189,-0.03201728,-0.087793115,0.381351682,-0.51666452,-0.005077587,0.016522649,36,0
7585,1.15496153,0.353249458,0.855564978,1.459139466,-0.42466419,-0.653996541,-0.079516763,-0.237100677,1.314582834,-0.374606311,0.669580843,-1.937667132,2.390366863,1.528690303,0.291005743,0.310545969,0.142260161,0.103549336,-0.685361051,-0.071247667,-0.20250265,-0.359337824,0.009199631,0.321502494,0.400982041,-0.522878747,0.005616852,0.032149474,36,0
7585,1.066619248,0.045169438,0.789189908,1.321875539,-0.438487831,0.071117488,-0.456021053,0.212419186,1.487932861,-0.165119691,2.099490413,-2.697705461,-0.600086725,2.328017871,0.158901126,0.349182478,0.335630298,0.503256027,-0.735621659,-0.276878781,-0.156198933,-0.368362893,0.061202773,-0.119567554,0.200094147,-0.501119188,-0.000578508,0.012387076,36,0
7586,-0.353597527,1.041007886,1.958784163,1.125899372,0.140779089,0.152745158,0.582423042,-0.129082446,0.718725179,0.023891763,1.972151766,-2.197104928,1.622731129,1.579526115,0.037616543,0.053518051,0.07887752,1.062171451,0.833865465,0.30436657,-0.17170311,-0.012798797,-0.095772499,-0.087144062,-0.312336895,-0.444362559,0.212107461,-0.027266835,36,0
7587,-0.350598302,1.093352094,1.967220252,1.1148531,0.207946397,0.182451538,0.629807624,-0.166266454,0.614342539,0.003273315,2.083488199,-1.833619773,2.31361347,1.441534751,-0.036814493,0.02368872,0.036569028,0.980348985,0.831910507,0.348632374,-0.164537081,0.04154228,-0.104709377,-0.061093434,-0.287891291,-0.44689739,0.216607904,-0.025775472,36,0
7587,-0.453836084,0.768604811,1.792752082,1.098762144,0.388613571,0.218205817,0.379396588,-0.030543125,0.917638214,0.071698767,1.468728853,-2.862733594,0.636822503,1.775728789,0.186348431,0.20361276,0.011708888,1.314148481,0.978050698,0.295365981,-0.192764621,-0.176221928,-0.093050914,-0.477007197,-0.2921564,-0.418463222,0.198298236,-0.029589429,36,0
7587,1.120823438,0.252105539,0.740234328,1.272852254,-0.49343408,-0.658505689,-0.122970721,-0.061015872,1.228993153,-0.200976972,2.313608295,-2.094883957,0.406989017,2.219613917,-0.282942897,0.395871201,0.141290751,0.513276139,-0.280243301,-0.198126685,-0.312356388,-0.815221898,0.116952981,0.393805858,0.238779831,-0.698078551,-0.01847837,0.017458545,30.99,0
7587,1.025340964,-0.70814886,0.941276787,-0.066130938,-1.051823162,-0.037449351,-0.802393518,-0.036824485,2.185845697,-0.677563581,-0.082455098,-2.538384267,2.292505756,1.096794507,1.00540699,1.13240285,-0.146517135,0.73767207,-0.228782999,0.266742395,0.065926255,0.173484859,-0.207172356,-0.399911264,0.031019092,1.491183942,-0.109929536,0.026895468,149.7,0
7588,-1.147229545,1.550356505,2.139604501,1.149450426,-0.106059897,-0.490940557,1.072588499,-0.872074345,1.971832768,1.446666487,1.131682135,-2.902647655,1.456739854,0.671640658,0.850177299,-0.600680441,0.286041756,0.218081928,0.268378537,0.508248911,-0.39912774,0.023801325,-0.246340007,0.637655593,-0.422565508,-0.606739631,-0.682772886,-0.914329882,36,0
7588,1.09531195,0.132055966,0.916591641,1.418148998,-0.690857096,-0.514822756,-0.342020583,0.033027102,1.409172111,-0.134451159,2.141171375,-2.473061634,-0.164530839,2.222352451,-0.158650501,0.559439451,0.107223933,0.828361095,-0.458657358,-0.223421433,-0.164883603,-0.406466127,0.0512141,0.397785444,0.260214953,-0.544553874,-0.013739869,0.018741706,36,0
7589,-0.612202184,1.107681944,1.780097236,0.19022543,0.595994456,-0.114051558,0.812629482,-0.141901589,0.676081503,-1.09540062,-0.214375407,-2.200225167,3.021424678,1.218796873,-0.327008548,0.653456317,-0.420519072,0.410040626,-0.844089139,-0.001548877,-0.162973083,-0.282675666,-0.207657617,-0.526077257,0.177694058,-0.613347726,0.07155865,0.107874199,36,0
7589,1.212170742,0.179043032,0.462517581,1.283553486,-0.205187999,-0.226407064,-0.2395927,-0.064537458,1.689250188,-0.311799782,-0.434140103,-3.328162115,0.439625598,1.895946576,0.582066379,0.652193941,-0.041185768,0.632978411,-0.356788301,-0.178561143,-0.281460019,-0.684693964,-0.068754917,-0.571410338,0.441366099,-0.464120117,-0.009184157,0.019186124,36,0
7589,-0.271918846,1.294849136,1.104971397,0.057964597,0.587583506,-0.434542297,0.659490608,-0.149448525,0.816090404,-0.905646673,0.133567955,-2.401722558,2.771729214,0.781958109,0.122221942,0.557110905,0.386150623,0.301302538,0.016426279,0.148574997,-0.460804966,-0.958472803,-0.121772212,-0.543873442,-0.043225494,0.082466082,0.224201824,0.085007577,1.78,0
7589,-2.07341113,-0.363452228,2.227696415,0.689432127,-0.186701621,-0.155874907,-0.52463759,0.783487348,1.531871841,-1.554240468,-0.247770735,-3.267202919,-0.326348132,1.844792924,-0.213401045,0.307846514,0.686234575,0.479719892,-1.51550765,0.076023227,0.220137821,0.232848092,-0.06253871,-0.03879636,0.409943812,-0.355953004,-0.078899828,-0.151653479,105.28,0
7590,-0.33269358,1.146650206,2.083177971,1.309157276,-0.011960756,-0.333281593,0.734758379,-0.33150263,0.858911294,-0.164433703,0.670526458,-2.438883106,2.29339765,1.274208054,0.644922854,-0.266375433,0.409503504,0.383689002,0.418915943,0.324556763,-0.194967467,-0.014471265,-0.050580377,0.319897555,-0.303112191,-0.449647679,0.220451786,-0.012315324,36,0
7591,1.134110062,0.187404026,0.708189549,1.280256807,-0.337576522,-0.176021499,-0.289121532,0.014474424,1.29972961,-0.162141782,1.824032214,-2.138310835,0.894956984,1.997778188,-0.224333506,0.671645883,-0.144010798,0.886245404,-0.262111315,-0.14359447,-0.189282823,-0.427616279,-0.026228532,-0.10099744,0.36503358,-0.515048376,-0.008230349,0.015486873,36,0
7592,-0.572172655,0.873744913,1.78351606,1.212370418,0.085655244,-0.004840708,0.198702568,0.15784971,0.72070412,-0.146404451,1.726474613,-2.568222572,0.764385045,1.972899073,0.112767665,0.174989224,0.235824004,1.205286673,0.837998023,0.223670536,-0.115739308,-0.124040216,-0.010490438,-0.099716324,-0.307590429,-0.41345321,0.36324652,0.197553785,36,0
7592,1.212574916,0.218973095,0.473977585,1.27819758,-0.155998464,-0.21329356,-0.202198248,-0.095850484,1.605794208,-0.327988236,-0.34014491,-3.035026766,0.990799245,1.786256185,0.52159318,0.626339505,-0.072682251,0.565356028,-0.360509599,-0.143247163,-0.275122859,-0.639554101,-0.075370629,-0.556319681,0.460015358,-0.465967139,-0.005581001,0.020369868,36,0
7593,-0.460249753,1.095884313,1.954877668,0.517133462,0.320600156,0.080721118,0.887590695,-0.447474163,1.129748555,0.214852822,2.074796503,-2.052065696,1.848525042,1.135271877,-0.470354124,0.340334165,-0.418719368,0.83154218,-0.142043423,0.147284364,-0.249861311,-0.125435457,-0.224318931,-0.075882803,-0.039186648,-0.619878321,-0.303385802,-0.381409343,36,0
7593,1.13432516,0.247395447,0.727688316,1.273532967,-0.266559977,-0.1595433,-0.232960047,-0.032809712,1.174274051,-0.186411514,1.969864123,-1.697158527,1.720028789,1.833718077,-0.315370246,0.631280114,-0.189197951,0.783090006,-0.269779133,-0.090849201,-0.179420611,-0.358943658,-0.035457775,-0.072825399,0.3922429,-0.518160498,-0.002823032,0.017317203,36,0
7594,1.096372907,0.236872381,0.946674152,1.404089746,-0.561734568,-0.480399808,-0.243860147,-0.049169592,1.190100163,-0.176945849,2.387908755,-1.703581345,1.282299986,1.934415175,-0.317392647,0.491571556,0.024545666,0.650852338,-0.468425765,-0.130722236,-0.148248557,-0.287973989,0.033847856,0.437398418,0.309169258,-0.549402306,-0.004281583,0.021849033,36,0
7594,1.154254225,0.283371848,0.83550997,1.468512301,-0.510745875,-0.676945173,-0.144957054,-0.182302881,1.4606308,-0.346276517,0.505089256,-2.450653992,1.425812979,1.720648487,0.39683384,0.355791233,0.197379006,0.221888507,-0.678848779,-0.133047132,-0.21359268,-0.438332583,0.020777127,0.295093844,0.368345838,-0.519646458,-0.000688672,0.030077923,36,0
7595,1.189370382,0.329910808,0.649185514,1.3468566,-0.202042277,-0.383129897,-0.098647175,-0.199218434,1.37018293,-0.369557865,0.204814665,-2.175363168,2.333701867,1.527779639,0.341862789,0.4604454,-0.028296275,0.281155176,-0.498878623,-0.064983378,-0.23643592,-0.460714138,-0.050674718,-0.18978322,0.46157779,-0.491205211,0.004131283,0.026714704,36,0
7595,1.178811821,0.262459119,0.687275448,1.389221568,-0.357828473,-0.486468816,-0.162329401,-0.152343575,1.509391067,-0.34090197,0.162193788,-2.651850519,1.326619793,1.731712427,0.439457014,0.465795536,0.07864145,0.356131143,-0.54489791,-0.132467,-0.238548387,-0.515460579,-0.021611006,-0.07676919,0.409686325,-0.49657567,-0.0021092,0.026021114,36,0
7595,-0.351955334,0.634483669,1.219044662,0.156857851,0.766962704,0.194525224,0.368788515,0.109539401,0.866230448,-0.731518132,0.969821639,-2.237509114,1.697187759,1.635898263,-0.895301902,1.064995496,-0.759832793,1.152026715,-0.541301107,-0.070598571,-0.134774206,-0.334643571,-0.075361229,-0.939604522,-0.048969247,-0.656686723,-0.000787479,0.006853042,36,0
7596,-0.537322116,0.855301194,1.576260335,1.098108046,0.317193606,0.270857182,0.184176656,0.192132421,0.766143807,-0.143392511,1.268618715,-2.770725975,0.778305421,1.957801634,0.156392504,0.323240965,0.059272936,1.376161538,1.026101159,0.234574774,-0.149236906,-0.220736874,-0.071886076,-0.614651761,-0.243898954,-0.381668963,0.362208764,0.192212268,36,0
7597,-1.680267313,0.230668228,1.362596722,-0.137034855,-2.181964889,0.154388388,0.793511622,0.309980157,1.694926972,-1.103539288,0.212676318,-2.51988547,1.887150973,1.250293599,0.194731245,1.323494121,-0.167663412,0.798653338,-1.637788666,0.061743797,0.092116823,0.565006328,0.083351249,0.3863818,-0.139994369,0.362205035,0.432446263,-0.075946014,367.6,0
7597,1.117173852,0.397726555,1.092617081,1.583641893,-0.654970927,-0.960014038,-0.038929685,-0.296830564,1.215385384,-0.387386821,1.221707985,-1.53957956,2.70881316,1.47903859,0.205505752,0.133703447,0.314753686,-0.123390932,-0.891210338,-0.062789681,-0.162260528,-0.225338016,0.070102984,0.85801202,0.342786562,-0.5570018,0.009115223,0.038363666,36,0
7597,1.153986648,0.283583539,0.838992823,1.470860896,-0.516110243,-0.685371663,-0.143849108,-0.184173662,1.460753468,-0.346145847,0.506431284,-2.449384419,1.425484533,1.720938775,0.395903519,0.354950573,0.198211134,0.220830287,-0.679481176,-0.133635791,-0.213410361,-0.437054282,0.02024241,0.28238012,0.367860275,-0.519079587,-0.000593114,0.029958683,36,0
7598,1.13130535,0.329052715,0.984806363,1.541366404,-0.626795446,-0.854402104,-0.103394994,-0.232397747,1.360960558,-0.361691926,0.887986941,-2.07099417,1.876170771,1.639344679,0.316841709,0.235362787,0.288722569,0.051470811,-0.807099573,-0.111207819,-0.185973617,-0.335710496,0.055613635,0.640695084,0.341349239,-0.541886854,0.003068667,0.034528215,36,0
7598,1.226121887,0.390766555,0.454593784,1.215318267,0.142548332,-0.059802889,-0.040699561,-0.223371871,1.248852374,-0.399202626,-0.074631329,-1.796200456,3.453033019,1.292043224,0.266867813,0.560927176,-0.272436893,0.321355553,-0.31398063,0.018047792,-0.258131857,-0.471059839,-0.125221859,-0.656999552,0.564628526,-0.463761939,0.010105044,0.023901179,36,0
7598,1.111817971,0.297971247,0.876108449,1.344407563,-0.373693099,-0.332168986,-0.186793488,-0.086504109,1.064443401,-0.203863428,2.359672087,-1.282306073,2.240971953,1.738227495,-0.402594586,0.509203979,-0.103849021,0.605941334,-0.396409219,-0.06436994,-0.151365875,-0.251641916,-0.002142556,0.269126117,0.368342028,-0.540290182,0.001382119,0.021860748,36,0
7600,1.185675237,0.254765031,0.431528215,1.099558973,0.119942491,0.264401988,-0.223390741,-0.007330125,1.168058636,-0.196198869,1.384105709,-1.740097284,2.216423119,1.716700414,-0.302856358,0.825489471,-0.473991212,0.974421738,0.001105484,-0.043679913,-0.222863784,-0.462271649,-0.129554537,-0.789166375,0.501541367,-0.474418316,-0.001359145,0.010754662,36,0
7600,1.134274638,0.242404189,0.726255816,1.274202455,-0.272708669,-0.161182488,-0.237634353,-0.028895583,1.184706049,-0.184387958,1.958114724,-1.733800445,1.651132083,1.847429376,-0.307811097,0.634511918,-0.18526089,0.791542804,-0.26931397,-0.095263448,-0.180212756,-0.364586141,-0.034630811,-0.074711731,0.389911743,-0.51792962,-0.003273426,0.017169235,36,0
7600,-0.334752097,1.053302163,2.025037059,0.804450776,0.06400579,-0.457290884,0.814753474,-0.423490642,0.97413538,-0.485294377,0.618646248,-2.352856215,2.273125881,1.165956387,0.120622589,0.132873663,0.043658233,0.230522846,-0.532652888,-0.025281398,-0.186290539,-0.153382282,-0.126108661,0.318767563,-0.061582889,-0.600666373,-0.247938661,-0.199056839,36,0
7600,-0.855287486,1.134921663,1.168041906,1.258163481,-0.052907397,-0.081783931,-0.047251323,0.46519358,0.835825762,-0.547269787,-0.566632847,-3.230504397,1.06506277,2.053865514,0.807307009,0.251247131,0.46660924,0.907660193,0.73180686,0.136573047,-0.154316727,-0.345438124,-0.04416521,-0.555023906,-0.193469072,-0.364241106,0.251883166,0.103649365,36,0
7601,-0.505747825,0.832464708,2.013420241,0.836880211,-0.029692823,0.203364218,0.353793522,0.22410406,1.02185384,-0.862326554,0.87178393,-3.184245362,-0.045541448,1.948333056,0.803465699,-0.375673677,0.972993268,-0.455852182,-1.35370218,-0.227699063,-0.071502063,-0.046678646,0.07635743,-0.048561059,-0.310573488,-0.515305696,0.072019127,0.060891227,36,0
7602,-4.516625761,4.366390828,-0.282225473,0.641567617,-0.694286948,1.493967295,-2.719044642,-7.427752616,2.301325158,1.868013018,-0.16140644,-1.52136038,2.82826374,1.469544875,0.514857833,0.068405789,0.907402703,0.682999106,0.420313061,-0.838170002,7.252583833,-2.858266267,0.930979132,-0.668058816,0.258567945,-0.339573526,0.719032536,-0.032462108,2,0
7602,-4.516625761,4.366390828,-0.282225473,0.641567617,-0.694286948,1.493967295,-2.719044642,-7.427752616,2.301325158,1.868013018,-0.16140644,-1.52136038,2.82826374,1.469544875,0.514857833,0.068405789,0.907402703,0.682999106,0.420313061,-0.838170002,7.252583833,-2.858266267,0.930979132,-0.668058816,0.258567945,-0.339573526,0.719032536,-0.032462108,2,0
7602,-4.516625761,4.366390828,-0.282225473,0.641567617,-0.694286948,1.493967295,-2.719044642,-7.427752616,2.301325158,1.868013018,-0.16140644,-1.52136038,2.82826374,1.469544875,0.514857833,0.068405789,0.907402703,0.682999106,0.420313061,-0.838170002,7.252583833,-2.858266267,0.930979132,-0.668058816,0.258567945,-0.339573526,0.719032536,-0.032462108,2,0
7602,-4.516625761,4.366390828,-0.282225473,0.641567617,-0.694286948,1.493967295,-2.719044642,-7.427752616,2.301325158,1.868013018,-0.16140644,-1.52136038,2.82826374,1.469544875,0.514857833,0.068405789,0.907402703,0.682999106,0.420313061,-0.838170002,7.252583833,-2.858266267,0.930979132,-0.668058816,0.258567945,-0.339573526,0.719032536,-0.032462108,2,0
7602,-0.138769701,1.045750903,1.860376892,1.720320418,-0.01817616,0.047746365,0.328979775,-0.106570463,0.543109471,-0.405476775,0.297852555,-2.463292,2.618339417,1.452365161,1.118528748,-0.238130904,0.60025336,0.60583016,1.264728639,0.244276128,-0.197498833,-0.315270517,-0.14859686,-0.177511328,0.302201612,-0.19985683,-0.014593496,-0.04464507,36,0
7603,1.111919014,0.307953763,0.87897345,1.343068586,-0.361395716,-0.32889061,-0.177444875,-0.094332366,1.043579406,-0.207910542,2.383170886,-1.209022236,2.378765365,1.710804897,-0.417712885,0.50274037,-0.111723141,0.589035738,-0.397339543,-0.055541445,-0.149781585,-0.24035695,-0.003796484,0.272898781,0.373004342,-0.540751938,0.002282908,0.022156684,36,0
7604,-0.579406982,1.077787106,1.144441967,0.211622977,0.089719494,-0.082714801,0.244581874,-0.779873387,1.155619103,-0.466509971,1.46178826,-2.385503877,0.589653195,1.898800509,-1.054270736,0.847998545,-0.424020361,1.009029371,-0.933058293,-0.52317206,0.746121791,-0.166618692,0.222070162,-0.128374123,-1.119085341,-0.873797744,0.133879971,0.227674405,36,0
7604,-3.437571957,3.610374961,-0.208764626,0.880737616,-0.865361894,0.656337665,-1.84655572,-2.885199329,1.449704647,0.765256313,-0.379049629,-1.59744553,3.031869162,1.918907441,0.509969182,0.263934069,0.865796146,0.697335724,0.528656474,-0.351365052,3.550473711,-1.544380946,0.568526769,-0.598930686,0.193341103,-0.338941304,0.486184397,0.020979707,2,0
7605,1.154403832,0.363539991,0.864221592,1.461459102,-0.420498931,-0.662336712,-0.068990397,-0.247114311,1.293569918,-0.378509806,0.699260789,-1.861664436,2.526143162,1.502033469,0.27463018,0.301657585,0.13727574,0.083863697,-0.689009643,-0.063233532,-0.200379569,-0.34581173,0.007705312,0.31809749,0.404394225,-0.52311522,0.006615782,0.032380885,36,0
7605,0.823032731,-0.650986566,-0.342744704,0.147451606,-0.377368499,-0.815667494,0.411074179,-0.24752492,1.204486124,-0.451910893,1.939842295,-2.49823904,0.053384516,2.457961065,-0.379139572,0.35852614,0.313495533,0.120325525,0.488628825,0.301965198,-0.373250861,-1.532984837,-0.089401638,-0.063473463,0.050301998,0.679952179,-0.197567513,0.01824231,252.9,0
7605,1.15526466,0.383197005,0.864159981,1.455122536,-0.387772039,-0.644161413,-0.051470924,-0.260585447,1.251990849,-0.386747651,0.740077237,-1.717815621,2.803747099,1.44642251,0.245650845,0.291155142,0.118637799,0.052832548,-0.688152024,-0.044762183,-0.197749779,-0.325482928,0.004237847,0.332820487,0.414968986,-0.524264013,0.008319219,0.033037282,36,0
